aha_mont64,136720,6116,24450,24420,1152,38851
crc32,136720,5916,31330,31320,1152,37556
cubic,136720,30100,10930,10720,1152,79103
edn,136720,9412,21060,21020,1152,46268
huffbench,136720,24684,16990,16750,1152,85570
matmult_int,136720,7980,16110,16080,1152,49152
md5sum,136720,23364,8550,8330,1152,77124
minver,136720,7332,3780,3750,1152,41365
nbody,136720,6132,40,20,1152,38323
nettle_aes,136720,19764,14850,14790,1152,59205
nettle_sha256,136720,12428,10390,10280,1152,55403
nsichneu,136720,33964,15910,15620,1152,84171
picojpeg,136720,20900,21900,21690,1152,71322
primecount,136720,4996,3890,3890,1152,36553
qrduino,136720,35828,17530,17170,1152,108062
sglib_combined,136720,27076,18020,17760,1152,90926
slre,136720,8780,16220,16150,1152,45593
st,136720,5340,1130,1120,1152,38612
statemate,136720,13020,9110,9030,1152,48860
tarfind,136720,22532,8550,8330,1152,81972
ud,136720,6268,12470,12440,1152,41038
wikisort,136720,17316,6530,6410,1152,63093
